0.0,3.0,0.26,0.31,0.71,1.92,1.0,2
0.0,3.3,0.45,0.43,1.87,0.64,1.0,2
1.0,1.0,0.25,0.22,2.69,0.07,1.0,1
0.0,3.3,0.85,0.03,2.99,1.02,1.0,1
1.0,5.0,0.84,0.33,0.59,1.48,0.0,1
0.0,3.3,0.92,0.24,1.81,1.08,0.0,2
1.0,2.8,0.81,0.31,2.58,2.13,1.0,2
0.0,4.8,0.15,0.15,1.8,1.63,0.0,1
0.0,5.7,0.6,0.34,0.61,0.19,0.0,2
1.0,6.1,0.67,0.26,0.59,2.22,0.0,2
1.0,2.6,0.18,0.33,0.94,0.72,0.0,2
0.0,4.2,0.01,0.42,0.23,0.49,1.0,1
1.0,1.3,0.8,0.48,1.28,1.35,0.0,1
1.0,6.2,0.48,0.14,1.03,1.17,1.0,1
0.0,7.0,0.68,0.02,1.83,0.62,0.0,1
1.0,2.0,0.83,0.41,1.5,1.14,1.0,1
0.0,5.0,0.21,0.48,1.45,2.97,0.0,1
1.0,0.2,0.97,0.01,0.71,1.59,0.0,1
1.0,5.8,0.61,0.25,1.25,1.98,1.0,2
1.0,2.9,0.98,0.36,1.34,2.43,0.0,1
0.0,4.2,0.48,0.39,0.43,0.75,1.0,2
1.0,6.8,0.39,0.26,2.63,1.46,0.0,2
1.0,5.5,0.32,0.01,0.0,2.02,1.0,1
1.0,5.2,0.55,0.15,1.44,1.56,1.0,1
1.0,4.3,0.11,0.48,1.0,2.02,0.0,1
1.0,4.4,0.55,0.25,0.58,0.21,1.0,2
1.0,3.0,0.37,0.26,2.86,1.29,0.0,2
1.0,5.3,0.08,0.29,1.42,2.77,0.0,1
1.0,5.4,0.08,0.16,2.58,2.1,1.0,1
0.0,2.4,0.92,0.05,0.03,2.24,0.0,1
1.0,3.1,0.25,0.48,0.11,1.6,0.0,1
0.0,4.0,0.98,0.3,0.64,1.01,1.0,1
0.0,3.4,0.97,0.46,0.74,0.46,0.0,1
1.0,2.3,0.05,0.31,0.8,0.94,0.0,1
0.0,6.6,0.21,0.35,1.13,1.01,0.0,2
0.0,4.5,0.11,0.01,1.72,0.29,0.0,1
0.0,3.3,0.45,0.44,2.82,0.05,0.0,1
0.0,4.2,0.75,0.17,1.25,0.87,0.0,2
1.0,4.1,0.51,0.03,2.86,1.57,0.0,1
1.0,6.9,0.38,0.0,0.75,2.08,0.0,1
0.0,4.6,0.08,0.16,0.97,0.9,1.0,1
0.0,1.2,0.76,0.0,1.75,2.57,0.0,1
1.0,4.0,0.5,0.42,1.08,2.8,1.0,1
1.0,4.1,0.19,0.47,1.02,0.42,1.0,1
1.0,5.4,0.04,0.06,0.08,0.21,0.0,1
0.0,1.3,0.18,0.06,2.89,2.1,1.0,1
1.0,4.6,0.4,0.3,0.51,2.39,0.0,2
0.0,6.4,0.99,0.42,1.4,1.87,0.0,1
0.0,6.8,0.63,0.14,1.85,0.22,0.0,2
0.0,3.3,0.68,0.32,1.62,2.53,1.0,2
0.0,1.3,0.17,0.23,0.83,2.9,1.0,1
1.0,6.8,0.62,0.11,0.04,0.24,1.0,1
0.0,6.3,0.84,0.23,2.75,0.18,0.0,2
1.0,1.1,0.64,0.02,0.06,1.55,1.0,1
0.0,2.5,0.66,0.22,0.11,1.54,1.0,2
1.0,2.4,0.0,0.34,2.32,1.15,0.0,1
0.0,6.7,0.6,0.43,2.6,1.31,1.0,1
1.0,5.4,0.15,0.21,1.77,0.6,0.0,1
1.0,6.2,0.31,0.23,1.44,2.86,1.0,1
0.0,6.7,0.24,0.3,2.41,0.88,0.0,2
0.0,3.9,0.31,0.26,2.71,2.5,1.0,2
1.0,5.6,0.93,0.17,0.02,2.18,0.0,2
1.0,2.5,0.2,0.43,1.47,0.8,0.0,2
1.0,0.8,0.36,0.46,1.58,0.04,1.0,2
0.0,3.8,0.84,0.05,3.0,2.72,1.0,1
0.0,4.5,0.74,0.02,0.41,0.68,0.0,1
0.0,7.0,0.63,0.19,1.27,2.85,0.0,2
1.0,3.3,0.9,0.19,3.0,2.35,0.0,2
1.0,5.9,0.46,0.35,2.9,0.89,1.0,2
0.0,6.8,0.47,0.18,0.82,2.21,1.0,1
0.0,6.2,0.79,0.16,1.65,0.44,1.0,2
1.0,3.4,0.51,0.06,0.54,0.88,0.0,1
0.0,1.5,0.77,0.43,2.94,0.95,1.0,1
1.0,2.0,0.42,0.5,2.79,0.44,1.0,1
1.0,5.8,0.73,0.21,0.31,2.05,0.0,2
0.0,6.8,0.9,0.05,1.0,2.93,0.0,1
1.0,1.5,0.11,0.49,1.53,0.04,1.0,1
1.0,2.6,0.79,0.16,1.06,0.5,0.0,2
1.0,3.2,0.49,0.23,2.84,2.37,1.0,2
0.0,4.4,0.71,0.29,0.04,0.14,0.0,2
0.0,4.1,0.89,0.36,1.64,1.85,1.0,1
0.0,2.9,0.8,0.15,0.4,0.26,0.0,2
0.0,4.1,0.53,0.39,1.63,2.44,1.0,2
0.0,1.6,0.11,0.03,2.56,2.35,0.0,1
1.0,2.7,0.81,0.15,0.66,0.06,0.0,2
0.0,3.4,0.55,0.32,0.65,2.87,1.0,2
0.0,6.7,0.79,0.01,0.33,0.86,1.0,1
0.0,2.3,0.26,0.18,1.93,0.55,1.0,1
0.0,2.8,0.06,0.28,1.9,2.83,1.0,1
1.0,6.6,0.27,0.22,1.66,1.86,1.0,1
1.0,5.2,0.12,0.12,1.54,2.26,0.0,1
1.0,2.7,0.78,0.27,2.33,2.46,1.0,2
0.0,5.2,0.29,0.4,2.82,1.34,1.0,2
0.0,5.0,0.0,0.5,0.93,0.85,1.0,1
0.0,0.8,0.3,0.28,1.6,2.66,1.0,2
1.0,6.6,0.59,0.31,2.14,0.23,1.0,2
0.0,6.1,0.31,0.44,2.76,0.39,1.0,2
0.0,6.3,0.87,0.24,1.66,2.75,1.0,2
0.0,7.0,0.12,0.31,1.99,0.33,1.0,1
1.0,4.7,0.73,0.47,0.0,0.44,0.0,1
0.0,4.5,0.83,0.3,0.79,0.75,1.0,2
1.0,3.3,0.81,0.38,0.08,0.53,0.0,1
0.0,3.6,0.45,0.18,2.43,0.97,0.0,1
0.0,3.9,0.84,0.17,0.61,1.03,0.0,2
0.0,1.0,0.27,0.08,0.2,0.89,1.0,1
1.0,2.8,0.99,0.18,2.4,1.01,1.0,2
1.0,0.6,0.79,0.21,0.57,1.93,0.0,2
1.0,3.0,0.86,0.09,1.8,1.22,0.0,1
0.0,0.3,0.92,0.04,0.33,2.23,0.0,1
0.0,2.2,0.93,0.29,0.59,2.79,0.0,2
0.0,4.9,0.53,0.2,1.25,1.19,0.0,2
0.0,0.6,0.05,0.24,1.84,0.44,1.0,1
1.0,3.6,0.0,0.43,2.45,2.36,0.0,1
0.0,0.5,0.28,0.39,2.14,2.06,0.0,2
0.0,0.2,0.59,0.08,1.59,0.8,0.0,1
1.0,0.5,0.64,0.21,2.69,1.6,1.0,2
0.0,3.6,0.02,0.14,2.04,0.33,1.0,2
0.0,3.6,0.34,0.3,1.58,0.74,1.0,2
1.0,0.5,0.24,0.37,0.84,1.59,1.0,2
0.0,6.3,0.08,0.06,0.13,0.37,1.0,1
1.0,3.1,0.07,0.23,1.02,1.46,0.0,1
1.0,5.3,0.58,0.14,1.34,2.22,0.0,1
1.0,5.2,0.69,0.45,1.62,2.34,1.0,1
0.0,2.4,0.97,0.28,0.2,2.93,0.0,2
1.0,0.8,0.35,0.45,1.85,0.43,0.0,2
1.0,6.1,0.82,0.47,0.6,2.19,1.0,1
0.0,3.5,0.31,0.05,2.5,0.97,1.0,1
1.0,6.5,0.42,0.05,0.74,0.5,1.0,1
0.0,4.1,0.62,0.28,0.63,0.91,1.0,2
1.0,4.8,0.17,0.33,0.24,1.28,1.0,1
1.0,4.8,0.43,0.07,1.59,2.58,0.0,1
1.0,1.1,0.44,0.07,2.16,1.09,0.0,1
1.0,4.7,0.08,0.41,2.63,2.01,0.0,1
0.0,4.1,0.0,0.14,2.11,2.48,0.0,2
0.0,4.5,0.91,0.23,1.87,0.49,1.0,2
1.0,2.0,0.13,0.2,2.86,0.38,1.0,1
1.0,4.4,0.86,0.43,2.98,2.85,0.0,1
0.0,6.8,0.5,0.08,1.62,0.51,0.0,1
1.0,2.9,0.16,0.11,0.28,2.62,1.0,1
1.0,5.0,0.75,0.43,0.01,2.9,1.0,1
0.0,5.6,0.83,0.39,1.08,0.18,1.0,1
0.0,5.4,0.62,0.07,1.85,0.16,0.0,1
1.0,2.4,0.45,0.05,2.38,2.6,0.0,1
0.0,3.9,0.64,0.05,0.48,0.43,1.0,1
1.0,0.6,0.97,0.5,1.12,2.44,1.0,1
0.0,1.6,0.24,0.1,1.94,2.75,0.0,1
1.0,0.8,0.41,0.45,0.97,2.11,1.0,2
0.0,2.6,0.46,0.36,0.83,2.36,0.0,2
0.0,2.8,0.71,0.15,1.77,1.5,0.0,2
0.0,1.5,0.91,0.05,0.78,1.64,1.0,1
0.0,2.1,0.18,0.12,0.76,2.77,0.0,1
1.0,2.1,0.68,0.02,0.52,2.33,0.0,1
1.0,6.0,0.59,0.11,0.92,2.2,0.0,1
1.0,5.5,0.37,0.0,0.67,2.67,0.0,1
0.0,5.5,0.27,0.16,0.96,2.05,1.0,1
1.0,0.4,0.96,0.3,2.85,0.27,1.0,1
1.0,2.3,0.1,0.12,0.76,2.35,0.0,1
0.0,4.5,0.63,0.41,0.55,1.35,1.0,1
1.0,5.1,0.05,0.15,2.58,0.11,1.0,1
1.0,2.3,0.77,0.05,1.51,2.85,1.0,1
1.0,6.9,0.55,0.32,0.68,2.26,0.0,2
1.0,1.5,0.84,0.33,1.84,0.24,1.0,1
1.0,6.4,0.4,0.34,1.95,1.9,1.0,2
1.0,0.8,0.86,0.31,1.84,1.86,0.0,2
1.0,5.9,0.03,0.24,2.94,1.62,0.0,1
0.0,3.7,0.04,0.47,2.57,2.34,1.0,1
1.0,5.0,0.36,0.32,1.73,0.66,1.0,2
0.0,0.4,0.87,0.08,0.97,1.84,1.0,1
1.0,1.3,0.75,0.16,1.32,1.85,0.0,2
0.0,5.5,0.64,0.43,2.48,2.1,1.0,1
1.0,2.9,0.07,0.13,0.18,2.12,0.0,1
0.0,4.3,0.06,0.12,1.62,1.8,0.0,1
0.0,4.7,0.81,0.24,1.64,1.38,1.0,2
1.0,6.6,0.89,0.16,0.1,2.53,1.0,2
0.0,6.4,0.69,0.08,1.27,1.21,1.0,1
0.0,5.7,0.08,0.14,1.13,0.49,0.0,1
0.0,0.7,0.47,0.46,0.7,2.61,1.0,1
0.0,2.7,0.64,0.09,1.11,1.5,1.0,1
0.0,0.5,0.93,0.26,1.02,0.28,0.0,2
0.0,4.8,0.03,0.39,2.2,0.15,1.0,1
1.0,4.0,0.83,0.37,0.01,2.27,1.0,1
1.0,4.6,0.2,0.35,2.23,2.42,0.0,2
0.0,3.7,0.47,0.24,2.21,2.79,0.0,2
1.0,4.0,0.22,0.38,1.69,0.38,0.0,2
1.0,5.7,0.42,0.37,1.57,2.42,1.0,2
0.0,4.4,0.32,0.01,0.7,0.4,1.0,1
0.0,2.6,0.55,0.21,2.67,0.49,1.0,2
0.0,5.2,0.02,0.02,0.45,2.87,0.0,1
1.0,0.6,0.24,0.33,1.3,1.34,0.0,2
1.0,4.4,0.75,0.26,1.56,2.52,0.0,2
1.0,6.3,0.99,0.04,2.03,1.53,0.0,1
0.0,2.2,0.28,0.29,2.46,2.13,1.0,2
0.0,2.7,0.85,0.19,0.55,1.58,1.0,2
1.0,0.5,0.49,0.27,2.56,0.24,1.0,2
1.0,6.4,0.86,0.1,2.91,0.34,0.0,2
0.0,1.0,0.33,0.06,0.71,0.92,1.0,1
0.0,2.0,0.38,0.17,0.06,1.76,0.0,1
0.0,4.1,0.9,0.2,0.35,0.92,1.0,2
0.0,1.5,0.08,0.02,0.14,2.63,0.0,1
1.0,6.8,0.73,0.16,0.06,2.28,1.0,2
0.0,5.9,0.61,0.26,1.6,2.63,0.0,2
1.0,2.1,0.96,0.33,2.97,1.54,1.0,1
1.0,3.8,0.52,0.15,1.11,2.78,1.0,1
0.0,4.0,0.52,0.01,2.35,2.24,0.0,1
0.0,5.7,0.92,0.04,0.1,0.74,0.0,1
1.0,6.0,0.46,0.44,1.9,0.15,0.0,1
1.0,4.4,0.23,0.26,0.08,0.66,1.0,1
0.0,2.3,0.53,0.42,0.9,0.45,1.0,1
1.0,2.2,0.09,0.14,2.78,1.54,1.0,1
1.0,5.9,0.39,0.16,0.49,1.78,0.0,1
0.0,3.5,0.79,0.38,0.47,0.11,0.0,1
1.0,2.9,0.57,0.23,1.0,1.53,1.0,2
1.0,0.9,0.14,0.41,0.31,1.9,0.0,2
1.0,1.9,0.39,0.15,0.14,1.43,1.0,1
1.0,5.0,0.96,0.45,2.77,0.68,1.0,1
1.0,1.6,0.47,0.02,0.8,0.95,1.0,1
0.0,4.2,0.08,0.16,1.8,2.73,1.0,1
0.0,3.9,0.81,0.19,2.87,0.92,0.0,2
0.0,3.4,0.66,0.5,0.7,2.34,1.0,1
0.0,4.5,0.37,0.36,2.29,1.77,1.0,2
0.0,1.1,0.69,0.48,1.25,1.31,0.0,1
1.0,6.3,0.4,0.49,2.54,2.4,0.0,1
1.0,4.7,0.29,0.31,0.22,0.96,1.0,2
1.0,5.8,0.09,0.15,1.94,0.32,1.0,1
1.0,5.3,1.0,0.33,0.86,2.94,0.0,1
1.0,2.4,0.1,0.25,2.72,2.75,1.0,1
0.0,7.0,0.82,0.42,1.8,2.78,1.0,1
0.0,5.5,0.31,0.16,0.25,2.99,1.0,1
0.0,4.2,0.57,0.23,0.93,1.34,0.0,2
1.0,2.1,0.38,0.31,1.06,2.07,0.0,2
0.0,7.0,0.98,0.28,2.31,0.35,0.0,2
0.0,1.1,0.25,0.0,2.69,1.85,1.0,1
0.0,3.8,0.13,0.47,1.05,0.62,1.0,1
0.0,4.3,0.43,0.3,2.78,2.19,0.0,2
0.0,6.6,0.6,0.37,2.19,2.3,1.0,2
1.0,3.0,0.36,0.35,2.74,1.91,0.0,2
0.0,4.8,0.75,0.08,0.87,0.89,0.0,1
0.0,5.3,1.0,0.06,1.67,0.07,0.0,1
0.0,0.3,0.81,0.09,0.33,0.21,1.0,1
0.0,3.8,0.96,0.04,1.5,2.25,0.0,1
1.0,4.3,0.54,0.42,2.27,0.2,1.0,1
0.0,1.8,0.69,0.31,0.97,2.58,0.0,2
1.0,4.0,0.42,0.21,0.94,1.56,0.0,1
0.0,6.7,0.75,0.47,0.67,2.91,0.0,1
1.0,6.0,0.92,0.34,1.14,0.46,1.0,1
0.0,6.8,0.4,0.06,0.85,0.37,1.0,1
1.0,6.1,0.37,0.35,1.78,0.81,0.0,2
0.0,2.4,0.62,0.38,2.02,1.25,1.0,2
0.0,5.2,0.34,0.31,2.9,1.22,1.0,2
0.0,1.8,0.3,0.13,2.18,0.96,0.0,1
0.0,5.8,0.08,0.29,2.39,1.57,0.0,1
0.0,1.4,0.41,0.18,2.96,0.38,0.0,1
1.0,1.8,0.1,0.46,2.77,2.28,0.0,2
1.0,5.2,0.32,0.02,2.6,1.77,1.0,1
1.0,6.3,0.7,0.33,1.29,2.31,0.0,2
1.0,2.1,0.96,0.23,0.3,2.38,1.0,2
0.0,2.3,0.83,0.0,1.3,0.98,1.0,1
0.0,6.5,0.26,0.13,0.59,1.55,0.0,1
1.0,6.2,0.57,0.34,1.73,1.57,1.0,2
0.0,6.7,0.5,0.45,0.46,1.59,1.0,1
0.0,6.6,0.23,0.3,1.63,0.8,0.0,2
0.0,7.0,0.42,0.38,0.17,2.87,1.0,2
1.0,2.2,0.2,0.47,0.48,2.05,1.0,1
1.0,6.2,0.11,0.36,1.39,2.47,1.0,1
1.0,2.2,0.89,0.29,2.35,1.86,0.0,2
1.0,5.8,0.16,0.47,2.35,0.23,0.0,1
0.0,3.8,0.7,0.34,2.17,1.95,1.0,2
1.0,5.5,0.67,0.37,1.78,0.59,1.0,1
0.0,0.4,0.02,0.0,0.25,1.76,1.0,1
1.0,5.1,0.7,0.32,1.06,0.73,0.0,2
0.0,3.2,0.48,0.45,1.58,1.26,1.0,1
1.0,5.0,0.05,0.39,2.3,1.36,1.0,1
0.0,7.0,0.82,0.3,1.82,0.57,1.0,2
0.0,1.2,0.24,0.31,1.43,1.29,1.0,2
0.0,7.0,0.59,0.5,0.77,0.1,0.0,1
1.0,3.6,0.14,0.08,1.02,1.59,1.0,1
1.0,5.6,0.7,0.4,2.87,1.58,1.0,1
1.0,3.7,0.43,0.19,0.48,0.05,0.0,1
0.0,0.5,0.19,0.0,2.55,0.84,0.0,1
0.0,6.2,0.45,0.19,2.32,2.98,0.0,1
0.0,0.7,0.35,0.0,2.22,2.72,0.0,1
0.0,2.9,0.98,0.02,0.27,0.08,0.0,1
1.0,1.4,0.87,0.03,1.9,1.62,1.0,1
0.0,6.0,0.77,0.42,2.84,2.17,0.0,1
1.0,1.1,0.01,0.31,2.61,2.84,1.0,1
1.0,5.0,0.72,0.17,2.12,2.43,1.0,2
1.0,2.6,0.36,0.46,0.26,2.66,1.0,2
1.0,5.0,0.47,0.06,2.38,0.93,0.0,1
1.0,4.4,0.81,0.4,1.89,2.0,0.0,1
1.0,1.2,0.59,0.07,2.08,2.2,1.0,1
1.0,4.1,0.33,0.39,1.86,2.93,0.0,2
1.0,1.7,0.47,0.42,2.42,2.68,1.0,2
0.0,6.7,0.73,0.04,1.7,0.04,1.0,1
1.0,2.2,0.66,0.1,2.2,0.08,0.0,1
0.0,3.9,0.46,0.29,1.42,1.94,0.0,2
1.0,4.8,0.17,0.27,0.3,2.6,1.0,1
1.0,4.3,0.73,0.47,1.62,0.17,1.0,1
0.0,5.8,0.1,0.41,1.93,1.6,1.0,1
1.0,6.7,0.03,0.39,1.39,1.83,1.0,1
1.0,3.7,0.2,0.48,0.78,1.17,0.0,1
0.0,0.5,0.83,0.48,0.69,2.56,0.0,1
0.0,5.5,0.91,0.09,0.15,2.03,1.0,1
1.0,5.2,0.63,0.49,1.92,1.74,1.0,1
0.0,6.2,0.74,0.48,0.29,3.0,1.0,1
0.0,4.5,0.15,0.29,0.88,2.66,1.0,1
1.0,3.3,0.59,0.32,2.79,0.89,1.0,2
0.0,5.6,0.19,0.28,2.2,0.36,0.0,1
0.0,3.4,0.92,0.16,1.94,2.97,0.0,2
0.0,5.5,0.52,0.43,2.17,2.06,0.0,1
0.0,1.9,0.44,0.4,2.58,2.01,1.0,2
0.0,2.2,0.82,0.36,1.46,0.66,0.0,1
0.0,1.8,0.92,0.09,1.97,0.76,0.0,1
0.0,5.6,0.03,0.32,0.88,0.59,1.0,1
0.0,5.6,0.23,0.35,1.26,2.76,1.0,2
1.0,1.8,0.66,0.48,0.21,0.54,0.0,1
0.0,3.7,0.95,0.13,2.61,0.89,0.0,2
1.0,3.6,0.97,0.42,2.13,2.55,1.0,1
0.0,5.7,0.38,0.2,1.47,0.8,1.0,1
0.0,1.0,0.01,0.22,2.78,2.17,1.0,2
0.0,6.2,0.03,0.0,1.14,2.23,0.0,1
0.0,0.1,0.9,0.46,2.64,0.21,0.0,1
1.0,2.6,0.54,0.28,0.65,2.95,1.0,2
1.0,2.4,0.82,0.06,0.01,2.14,1.0,1
0.0,5.6,0.21,0.12,0.35,1.61,1.0,1
0.0,1.7,0.58,0.33,2.63,2.46,0.0,2
1.0,4.1,0.68,0.39,0.38,2.29,0.0,1
1.0,4.9,0.27,0.45,2.54,2.31,1.0,2
1.0,0.4,0.46,0.26,0.41,1.49,0.0,2
1.0,3.7,0.32,0.33,2.59,0.05,1.0,2
1.0,6.2,0.47,0.29,2.91,2.13,0.0,2
1.0,0.7,0.95,0.47,0.45,0.96,0.0,1
1.0,5.7,0.72,0.11,0.95,0.94,0.0,1
1.0,4.1,0.58,0.17,1.22,0.53,1.0,2
1.0,1.3,0.1,0.43,0.5,1.97,0.0,1
1.0,6.1,0.07,0.46,0.85,2.46,1.0,1
0.0,0.9,0.14,0.22,0.57,1.37,1.0,1
1.0,1.3,0.59,0.36,2.92,1.24,0.0,2
0.0,1.6,0.87,0.04,2.45,1.37,1.0,1
1.0,3.8,0.15,0.33,2.93,0.47,0.0,1
1.0,2.7,0.6,0.15,0.37,1.61,1.0,2
0.0,2.7,0.79,0.28,1.41,0.11,1.0,2
0.0,2.0,0.04,0.45,1.01,0.98,1.0,1
1.0,0.9,0.31,0.22,0.62,2.91,1.0,1
1.0,2.4,0.55,0.31,0.58,1.1,1.0,2
1.0,3.4,0.39,0.29,1.97,0.12,1.0,2
0.0,3.3,0.86,0.07,1.31,2.91,1.0,1
0.0,1.1,0.07,0.42,2.58,1.58,1.0,1
0.0,3.5,0.28,0.48,1.92,1.46,0.0,1
1.0,6.7,0.32,0.11,0.68,1.75,1.0,1
1.0,1.2,0.08,0.35,2.23,1.08,1.0,1
0.0,6.1,0.79,0.38,0.19,2.93,1.0,1
0.0,3.9,0.36,0.4,0.12,1.54,0.0,2
0.0,0.9,0.68,0.39,0.34,0.8,0.0,1
0.0,5.5,0.94,0.35,0.5,1.52,1.0,1
1.0,5.7,0.17,0.17,0.92,2.75,1.0,1
0.0,0.1,0.52,0.46,1.25,2.87,0.0,1
0.0,0.6,0.34,0.17,0.75,1.34,0.0,1
1.0,5.4,0.78,0.44,2.01,0.15,0.0,1
1.0,1.1,0.22,0.41,1.48,0.47,1.0,2
0.0,4.9,0.25,0.29,1.36,2.29,1.0,1
1.0,3.0,0.31,0.01,0.6,2.01,0.0,1
0.0,2.6,0.27,0.27,2.94,2.59,0.0,1
0.0,6.9,0.66,0.29,0.42,2.28,0.0,2
1.0,1.6,0.4,0.17,1.68,0.7,1.0,1
1.0,1.0,0.46,0.12,2.29,0.85,0.0,1
1.0,6.2,0.43,0.07,0.29,2.54,1.0,1
0.0,2.7,0.73,0.29,0.14,0.13,0.0,2
1.0,6.6,0.54,0.05,1.72,1.38,0.0,1
1.0,6.1,0.22,0.31,0.67,2.59,0.0,1
1.0,3.0,0.11,0.29,0.48,2.04,0.0,1
1.0,4.7,1.0,0.47,1.36,1.2,0.0,1
1.0,6.7,0.15,0.34,2.72,1.58,1.0,1
1.0,1.7,0.13,0.33,0.72,1.24,1.0,1
1.0,0.2,0.43,0.15,2.84,2.39,1.0,1
0.0,0.2,0.65,0.11,0.37,0.91,1.0,1
1.0,5.8,0.8,0.15,0.67,2.66,0.0,2
1.0,5.9,0.51,0.15,2.87,0.04,1.0,1
0.0,4.3,0.3,0.45,1.68,1.52,1.0,2
1.0,2.1,0.34,0.49,1.97,0.42,0.0,1
1.0,6.5,0.4,0.05,2.43,1.82,1.0,1
1.0,4.3,0.16,0.44,1.83,0.08,0.0,2
0.0,3.2,0.02,0.31,1.74,1.99,0.0,1
1.0,0.6,0.23,0.22,1.13,0.89,1.0,1
